ARQUIVO: sicro - PLANILHA: Sheet1
DATA DA CONVERSÃO: 28/06/2025 11:44


CODIGO   DESCRICAO                                                                                                                                                                                                                                      UNIDADE  PRECO_UNITARIO  FONTE
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
307731   Aparelho de apoio de neoprene fretado para estruturas moldadas no local - fornecimento e instalação                                                                                                                                            dm³      145,56          sicro
307732   Aparelho de apoio de neoprene fretado para estruturas pré-moldadas - fornecimento e instalação                                                                                                                                                 dm³      113,56          sicro
308308   Aparelho de apoio metálico elastomérico fixo com capacidade de 1.500 kN - fornecimento e instalação                                                                                                                                            un       5.539,47        sicro
308313   Aparelho de apoio metálico elastomérico fixo com capacidade de 10.000 kN - fornecimento e instalação                                                                                                                                           un       34.338,15       sicro
308309   Aparelho de apoio metálico elastomérico fixo com capacidade de 2.500 kN - fornecimento e instalação                                                                                                                                            un       9.112,06        sicro
308310   Aparelho de apoio metálico elastomérico fixo com capacidade de 4.000 kN - fornecimento e instalação                                                                                                                                            un       12.629,13       sicro
308311   Aparelho de apoio metálico elastomérico fixo com capacidade de 5.500 kN - fornecimento e instalação                                                                                                                                            un       17.718,97       sicro
308312   Aparelho de apoio metálico elastomérico fixo com capacidade de 7.500 kN - fornecimento e instalação                                                                                                                                            un       24.661,26       sicro
308307   Aparelho de apoio metálico elastomérico fixo com capacidade de 700 kN - fornecimento e instalação                                                                                                                                              un       3.423,50        sicro
308322   Aparelho de apoio metálico elastomérico multidirecional com capacidade de 1.500 kN - fornecimento e instalação                                                                                                                                 un       4.862,41        sicro
308327   Aparelho de apoio metálico elastomérico multidirecional com capacidade de 10.000 kN - fornecimento e instalação                                                                                                                                un       29.398,24       sicro
308323   Aparelho de apoio metálico elastomérico multidirecional com capacidade de 2.500 kN - fornecimento e instalação                                                                                                                                 un       7.473,31        sicro
308324   Aparelho de apoio metálico elastomérico multidirecional com capacidade de 4.000 kN - fornecimento e instalação                                                                                                                                 un       11.142,54       sicro
